Temperature,Moisture,Nitrogen,Phosphorus,Potassium,pH,Label
32,26,249,24,60,5.751997424902166,DAP
26,65,219,51,229,8.35611462290189,Sulfur
31,27,243,57,280,6.771086772084612,Irrigate
27,67,242,52,61,6.154355204796411,MOP
28,66,207,38,266,7.711290081845284,Sulfur
30,73,251,49,308,6.756443381913349,Healthy
25,78,223,13,228,5.99557118946318,DAP
27,79,243,52,294,6.399492872228427,Healthy
28,48,221,60,297,6.381908032468658,Irrigate
26,48,203,39,104,4.366019091056281,Dolomite
27,24,181,60,277,6.38796057924206,Irrigate
31,37,67,60,108,7.408679311117613,Drainage
27,62,241,61,219,5.963955506015631,Healthy
25,60,232,41,226,4.647711204077108,Dolomite
32,70,250,51,205,6.314257690843485,Healthy
30,69,206,59,246,7.643712391075916,Sulfur
28,70,55,54,304,6.250111072221732,Drainage
26,98,212,38,300,6.942989393655391,Irrigate
29,70,200,44,283,6.969127271214291,Healthy
25,68,220,58,259,7.154072081617576,Healthy
21,76,78,56,214,5.985816196941325,Urea
28,82,251,53,230,8.342159644685914,Sulfur
24,66,216,51,289,6.2560689357383295,Healthy
26,79,231,56,275,5.955028723871566,Healthy
25,31,233,43,202,6.474813605178671,Irrigate
31,69,215,16,290,6.20668673260731,DAP
27,66,195,43,275,6.568738476812536,Healthy
22,67,241,46,264,8.174734158085604,Dolomite
26,70,227,26,273,6.2546929339561,DAP
30,67,231,62,291,7.635769861938085,Sulfur
29,98,236,43,271,6.442751687865685,Drainage
20,43,108,26,80,7.8914321763936295,MOP
31,75,249,54,277,5.03507143276924,Irrigate
22,16,79,12,44,5.556429571430986,Dolomite
34,54,153,63,247,5.0339250090963885,Drainage
26,58,236,55,71,6.592298982238287,MOP
29,77,243,46,240,6.142308785304486,Healthy
31,72,194,57,75,7.005870082731401,MOP
27,74,227,59,298,4.923230962924699,Dolomite
29,66,229,58,275,6.246517586018184,Healthy
30,70,228,57,226,6.713222764525713,Healthy
28,78,114,59,294,6.0493948710331,Urea
26,69,243,53,263,6.049998349735678,Healthy
24,66,213,52,53,6.235251459371722,MOP
23,52,225,2,86,7.780194531049823,Irrigate
32,20,213,64,254,6.191112129369974,Irrigate
26,71,224,54,107,6.712925249848111,MOP
33,86,134,66,44,5.684627486754954,Dolomite
27,68,237,51,308,4.942512466002303,Dolomite
25,63,256,43,245,7.46420143531889,Drainage
29,78,208,12,239,6.840645955053286,DAP
23,25,216,54,270,6.735602307420793,Irrigate
26,38,113,49,150,7.500010258715866,Urea
29,76,190,7,284,6.598074528918519,DAP
25,78,241,58,42,6.411516280142973,MOP
24,70,256,24,291,6.604194488607226,DAP
30,61,201,48,95,6.165854944657762,Sulfur
25,77,232,51,259,6.590770740877312,Healthy
28,63,197,40,291,6.759171185862795,Healthy
26,77,193,56,258,8.19784446787414,Sulfur
28,57,225,55,229,6.397780310667975,Healthy
27,65,208,23,281,6.853326612603446,DAP
31,91,148,28,215,7.026176586263661,Drainage
29,76,244,42,251,7.910395636042112,Sulfur
32,57,198,52,201,6.328725495905923,Urea
27,67,140,54,259,6.47603359345613,Urea
27,58,219,58,230,6.784497253624671,Healthy
27,66,252,57,91,6.130550984156156,MOP
28,57,227,54,252,8.449617026549985,Sulfur
27,57,223,54,63,5.70235221053856,Sulfur
27,91,206,44,257,6.199313595780551,Drainage
25,74,246,43,199,6.095147928207727,Healthy
30,75,214,50,263,6.538845608678582,Healthy
24,65,214,58,248,6.815848606502361,Healthy
28,42,218,43,259,6.758542795823916,Irrigate
32,67,241,49,295,6.114830727994554,Healthy
27,30,211,50,213,6.421397569990648,Irrigate
27,96,199,55,237,6.158105840985907,Drainage
19,98,96,41,247,8.540573823977777,Urea
20,20,204,31,91,7.855657566730113,Drainage
29,72,230,9,248,6.434032968546059,DAP
27,68,220,52,289,6.6690573187556055,Healthy
28,65,204,50,244,4.838761521013053,Dolomite
29,65,219,60,276,6.472557063385446,Healthy
31,78,181,54,109,5.34539422856138,Dolomite
28,63,225,51,238,5.324854710789915,Dolomite
28,67,148,1,253,5.796077990274819,MOP
28,62,229,56,283,4.908284203332431,Dolomite
29,80,214,54,269,6.921358481260509,Healthy
29,61,236,40,301,6.636390071202838,Healthy
29,63,216,45,257,6.766966071709433,Healthy
24,67,242,48,298,7.081378516865908,DAP
32,63,234,55,202,5.051944036558988,Dolomite
27,79,238,41,219,6.499134984961235,Urea
29,43,201,45,205,6.151191624870057,Irrigate
25,67,224,54,229,6.7869455186731855,Healthy
26,104,252,54,254,6.798892302140154,Drainage
26,77,136,47,271,5.964246535356856,Urea
28,75,257,55,310,6.358282856094653,Irrigate
29,61,199,52,270,6.484720433147062,Healthy
26,77,222,43,230,6.697443942297223,Healthy
28,96,230,35,296,6.218838500120331,Drainage
27,59,196,52,248,5.319332576751555,Dolomite
31,70,226,59,265,8.503392485122003,Sulfur
22,56,208,20,92,6.204439512923175,MOP
29,70,231,54,231,6.505402197070191,Healthy
24,71,225,49,244,6.551087161873605,DAP
28,92,222,42,282,6.453229014169458,Dolomite
24,101,236,58,210,6.3458656401959965,Drainage
28,67,202,48,259,6.609139935823347,Healthy
24,64,208,49,229,6.940036749269811,Healthy
26,94,216,54,218,6.704268833154774,Drainage
28,76,96,49,293,6.455249231180552,Urea
28,82,210,57,230,6.883961897142386,Healthy
31,50,55,61,235,7.6199596445356015,MOP
25,60,259,60,218,6.202963263265504,Healthy
30,71,245,51,249,6.1457558116464925,Healthy
30,61,233,39,260,6.489108956002422,Healthy
26,91,232,43,225,6.431400268278329,Drainage
21,67,215,65,170,4.433583645334238,Dolomite
34,67,233,40,247,4.981504184579757,Dolomite
31,77,239,44,264,7.811040767077338,Sulfur
26,67,211,23,255,6.768302503867388,DAP
27,94,225,58,283,6.248037160381401,Drainage
27,70,122,58,283,6.568796642908672,Urea
32,94,213,43,196,6.759869833929796,Drainage
26,35,184,50,267,6.203700125216384,Irrigate
33,25,206,57,180,6.918970045497994,Irrigate
25,66,144,41,242,6.883710983395977,Urea
20,28,253,2,163,5.644350499163666,MOP
28,89,238,42,250,6.120307296323633,Drainage
23,71,217,58,234,6.261816962310131,Healthy
31,67,226,47,246,6.296838752740227,Healthy
28,65,91,60,262,6.997158396779664,Urea
28,63,220,58,247,8.444927514526269,Sulfur
27,76,200,24,244,6.925696579764762,DAP
25,86,77,50,49,6.035241606931367,Healthy
24,70,44,66,188,6.3413840927603005,MOP
27,66,224,44,223,6.202917157237551,Healthy
22,67,244,21,266,6.355328742409515,DAP
27,78,223,58,257,5.444095300643064,Dolomite
26,98,221,40,268,6.343515885295946,Drainage
30,62,82,61,200,6.828299844930204,Urea
27,58,224,53,238,4.962012527079764,Dolomite
28,77,227,47,224,6.751491314869192,Healthy
29,22,253,52,234,7.047222546275137,Irrigate
25,66,232,46,72,6.801977819451679,MOP
26,25,221,53,276,6.218601674800723,Irrigate
25,67,188,41,290,8.09243669211105,Sulfur
27,58,206,61,216,7.936148650082594,Sulfur
28,65,244,44,269,5.569023550161541,Dolomite
31,40,239,43,245,6.4029113025390565,Irrigate
29,37,264,48,239,6.327958627939809,Irrigate
24,63,249,38,278,7.902104484539483,Sulfur
25,37,193,55,259,6.697686451363752,Irrigate
29,66,231,55,187,8.039133693841727,Sulfur
24,93,189,50,260,6.617955904487525,Sulfur
26,63,230,44,300,5.177473128899321,Dolomite
30,76,215,52,185,6.5731081479771305,Healthy
26,96,237,61,225,6.830109245886999,Drainage
25,89,218,58,232,6.296831817377013,Drainage
25,58,213,52,202,7.985814223475394,Sulfur
23,70,227,54,274,6.334102441478379,Healthy
26,73,207,42,246,6.103151011808265,Healthy
24,61,128,42,256,6.273587056544104,Urea
26,41,212,58,264,6.253723181952343,Irrigate
22,67,235,53,263,6.658126718999598,Drainage
27,63,203,46,120,6.226416987756263,Sulfur
25,58,228,60,257,6.70342743403568,Healthy
30,76,183,43,278,6.166307638699843,Healthy
32,40,177,30,296,6.798908680824773,Dolomite
28,73,232,57,293,6.090238049136152,Healthy
24,75,220,55,272,6.481950121644417,Healthy
28,81,242,61,245,5.836079932360115,Healthy
25,32,227,58,260,6.515371059092619,Irrigate
25,71,119,57,28,6.995868896397408,Urea
25,62,103,46,216,6.941660523044668,Urea
32,19,208,34,318,8.299319011070303,Irrigate
28,81,234,48,228,7.706902584012721,Sulfur
33,27,94,41,284,8.290108202928021,Irrigate
29,76,227,47,255,6.274663939408125,Healthy
25,73,202,47,295,6.209409537178381,Healthy
26,77,218,57,206,6.3576398734856285,Healthy
26,44,214,58,209,6.11709356886563,Irrigate
26,74,225,48,279,6.599647145909183,Drainage
30,71,227,54,226,6.734727622181238,Healthy
27,98,240,45,252,6.944275023388337,Drainage
28,35,216,47,297,6.129680987400388,Irrigate
28,74,226,47,295,6.157130823925096,Healthy
29,79,226,18,264,6.450563496052553,DAP
33,82,232,60,307,6.578438334416952,Healthy
28,69,233,59,247,4.943830515297032,Dolomite
26,66,212,61,289,7.122669798341104,Healthy
32,106,200,53,286,6.601615687132623,Healthy
26,93,224,40,307,6.574245160555592,Drainage
23,68,196,47,222,6.252733648187702,Healthy
28,73,201,56,193,6.713741190036774,Healthy
25,61,230,47,292,8.31044218115616,Sulfur
30,73,245,53,267,4.985882470946624,Dolomite
29,101,47,63,138,4.965225312736452,Urea
30,69,222,40,217,6.661260554951088,Healthy
30,78,211,48,211,6.705384347903592,Healthy
27,95,229,60,278,6.614176610334214,Drainage
29,69,235,60,234,5.33395588077582,Dolomite
28,64,240,57,205,6.2383959632383,Healthy
31,94,221,54,245,6.726592848092228,Drainage
29,65,223,50,227,6.83739906191907,Healthy
28,21,238,60,207,6.2346468884996105,Irrigate
25,70,241,47,104,5.878729286835274,MOP
29,103,216,51,265,6.46995964827068,Drainage
30,58,219,13,276,6.657032871112257,DAP
30,44,251,42,290,6.402301081347024,Irrigate
29,24,213,57,244,6.6085178866592775,Irrigate
30,63,233,56,222,6.219425879691406,Healthy
28,76,234,50,265,5.210564362708399,Dolomite
29,62,233,52,198,6.049219259592324,Healthy
29,78,208,52,285,4.564256386047738,Drainage
30,67,80,46,216,6.01645186325021,Urea
28,71,229,51,257,6.226434946309266,Healthy
27,73,65,49,245,6.822583939747661,Urea
25,72,244,48,87,6.409265237600392,MOP
25,64,247,24,281,6.305308226142232,DAP
27,72,237,12,264,6.676834627442862,DAP
35,42,218,31,40,6.151130050015206,Healthy
26,64,126,42,231,6.681100807240102,Urea
29,62,86,51,239,6.399271301999732,Urea
25,82,209,47,252,5.124939598509539,Dolomite
29,87,204,57,262,6.352698456565742,Drainage
31,61,112,53,252,6.7631388487021935,Urea
25,16,89,26,83,7.446683627560344,Healthy
28,79,66,49,276,6.798794255446423,Urea
27,66,212,15,250,6.885066866449619,DAP
30,98,120,15,181,8.119747811689804,Urea
22,64,261,49,195,5.396472151994569,Dolomite
29,83,72,43,238,7.096696353174763,Urea
26,39,210,58,249,6.471736845740749,Irrigate
31,78,133,58,272,6.427419051038447,Urea
30,67,149,51,298,6.924846374501359,Urea
27,12,214,56,246,6.150427918538644,Irrigate
29,23,251,58,277,6.941325759558961,Dolomite
27,68,198,22,271,6.621905653573003,DAP
35,82,151,63,93,6.879123461682958,Drainage
23,88,187,66,122,8.38737102442131,Urea
19,35,118,64,117,5.703494296115807,Sulfur
30,64,138,42,214,7.019144029864905,Urea
29,69,217,55,205,6.424910487421499,Healthy
25,74,196,43,242,6.100891896495691,Healthy
28,79,231,55,271,6.362080163120011,Healthy
26,64,216,51,292,8.244641100966978,Sulfur
29,97,244,59,279,6.189489989758307,Drainage
31,86,229,44,264,6.366540341300186,Drainage
29,79,194,52,269,7.83924323872927,Sulfur
27,73,140,46,299,6.317798138781567,Healthy
30,75,211,53,201,6.373330042411039,Healthy
30,64,217,43,240,7.762194713282222,Sulfur
27,36,228,57,228,6.4465832361742645,Irrigate
30,71,236,59,300,6.456021376722908,Healthy
26,51,122,30,47,4.551955600772908,Dolomite
31,80,205,2,258,6.4847342997470285,Irrigate
28,72,245,50,221,7.982147232465939,Sulfur
26,69,242,59,83,6.940118777131179,MOP
28,33,216,42,226,6.680447057109603,Irrigate
24,70,196,30,76,7.537665449427855,Sulfur
28,70,274,38,256,5.396823198504788,Dolomite
31,92,219,41,236,6.6507554228853385,Drainage
26,94,233,53,286,6.060091359435223,Drainage
27,37,230,54,257,6.056283380965243,Irrigate
28,68,203,56,234,8.031076308090404,Sulfur
30,60,226,47,231,6.239803074507824,Healthy
28,70,208,55,256,6.824605045779733,Healthy
27,21,226,43,287,6.211942205599461,Irrigate
28,77,248,42,137,6.370067274148693,Irrigate
27,66,229,55,237,6.219679615697874,Healthy
27,82,203,51,148,6.848090519342162,MOP
29,76,222,46,278,8.38778889224436,Sulfur
26,44,229,47,232,6.062838498720134,Irrigate
27,71,246,51,246,5.592475036177898,Dolomite
33,25,228,16,103,5.166637043466924,Drainage
29,75,234,50,247,8.40896658838909,Sulfur
25,68,240,38,310,6.252026816845246,Healthy
30,35,208,49,250,6.8228642937947725,Irrigate
25,88,211,51,236,6.792155683048467,Drainage
30,24,233,50,269,6.778512525201448,Irrigate
23,77,230,20,269,6.891873786303255,DAP
26,73,224,22,234,6.4327623100562645,Dolomite
28,27,207,41,301,6.399384289141043,Irrigate
30,75,126,54,303,6.120742220199682,Dolomite
30,69,208,51,203,6.730448586903076,Healthy
28,79,238,46,283,6.5913195429216005,Healthy
25,65,106,54,239,6.547534157843841,Urea
27,68,193,47,279,4.9275338387093015,Dolomite
29,78,220,40,263,4.433686613202015,Dolomite
27,75,211,57,95,6.407662361783726,MOP
29,73,227,48,283,5.0491962267202615,Dolomite
31,62,79,48,254,6.874573250561974,Dolomite
29,97,223,59,224,6.4959093891406265,Drainage
29,76,222,18,301,6.029628048122069,DAP
26,63,250,42,250,6.617779763561096,Healthy
32,70,113,42,280,6.616397268540756,Urea
31,77,257,13,222,6.208208461224031,DAP
27,61,273,48,209,8.278912812090486,Dolomite
28,90,247,45,284,6.646467188676173,Drainage
25,78,225,41,207,8.406216561555643,Sulfur
26,63,232,40,287,6.261912925414154,Healthy
32,79,240,44,292,4.9755793575037535,Dolomite
26,29,211,54,221,6.648793051672344,Irrigate
28,67,246,11,293,6.396050066183124,DAP
31,100,204,44,210,6.155304559856972,Drainage
27,71,213,17,242,6.889408616530348,DAP
30,67,219,43,282,6.747976216644734,Irrigate
25,94,236,39,267,6.942913145414419,Drainage
25,61,93,52,255,5.985563815956111,Urea
25,77,204,47,240,6.416197866605644,Healthy
31,76,233,41,210,6.226514948999794,Healthy
25,78,225,41,293,4.905965198071136,Dolomite
28,80,235,44,255,7.5761337361811805,Sulfur
26,70,244,55,223,5.3801340539468825,Dolomite
26,77,230,46,255,6.369225857549238,Healthy
25,69,226,45,115,6.58295062828245,MOP
25,58,205,55,222,8.273361251184406,Drainage
27,60,244,42,248,6.523805154657398,Healthy
27,22,137,12,51,6.64420738010436,Dolomite
25,45,256,49,232,6.32390398013072,Irrigate
27,69,235,57,281,6.928431914207141,Healthy
26,67,236,44,252,7.049837169423359,Sulfur
30,84,247,56,288,8.390251045815122,Sulfur
25,73,190,42,262,5.07763124041517,Dolomite
25,65,203,39,250,6.799095519388096,Healthy
28,92,199,56,228,6.817799841861243,Drainage
21,65,233,57,131,6.900222565296516,MOP
28,81,221,53,129,6.103486625528814,MOP
22,71,218,54,211,6.080815488180939,Healthy
28,62,65,50,252,6.109086887581399,Urea
25,67,84,30,66,6.830516370591155,Sulfur
27,100,151,64,86,6.56737871215714,Healthy
29,96,230,52,197,7.033691153729737,Drainage
30,76,254,47,261,8.34726239875312,Sulfur
25,64,206,40,305,6.182737562002209,Healthy
28,63,231,45,289,6.099374413761491,Healthy
27,70,205,51,282,8.118712796901848,Sulfur
28,79,232,44,237,5.938969544191278,Healthy
31,83,215,47,44,6.993282961595339,MOP
28,66,211,57,123,7.026484498336952,Drainage
25,68,235,13,242,6.485260804517731,DAP
26,69,230,41,272,6.695594798933674,Healthy
26,69,226,54,125,6.642848327422241,Dolomite
29,79,193,55,213,6.346277415477696,Healthy
29,67,56,52,302,6.563162520662511,Urea
26,92,245,55,256,6.801573497619934,Drainage
31,63,76,52,294,6.556209297249835,Urea
29,95,194,54,233,7.010790053642324,Drainage
30,69,210,48,220,6.358935025824184,Healthy
25,82,225,41,215,5.329270177313778,Dolomite
26,77,225,52,261,8.088533720118253,Sulfur
29,23,245,59,269,6.592735426545175,Irrigate
28,77,208,59,234,6.420412701176497,Healthy
25,77,219,49,259,4.684884546596503,Dolomite
33,59,218,56,69,6.499565542751188,Dolomite
27,33,247,43,299,6.089587934860009,Irrigate
30,65,206,52,231,6.925113069774425,Healthy
25,44,246,45,249,6.341991752844403,Irrigate
29,61,247,41,258,5.283418271255181,Dolomite
32,40,258,47,132,5.009796681780991,Healthy
22,72,197,42,272,5.240786207091043,Dolomite
28,65,240,51,215,6.346397755309715,Healthy
25,80,230,56,286,6.795589259476219,Healthy
28,92,241,49,191,6.904360764636302,Drainage
25,35,226,47,234,6.757682061191993,Irrigate
31,86,245,1,284,6.687732162203495,DAP
30,77,80,53,242,7.027323079876716,Urea
29,59,234,55,258,7.854700780665011,Sulfur
28,78,110,53,258,7.032655103032774,Urea
25,64,203,56,248,7.996078809543688,Sulfur
29,58,249,49,85,6.736905050369572,MOP
21,68,228,44,148,6.677381692823051,MOP
27,72,220,43,283,7.044767805259439,Healthy
24,90,236,53,225,6.067720293755927,Drainage
28,80,161,42,185,6.55119374517793,MOP
29,76,194,49,234,6.8421479594167085,Healthy
33,64,109,42,232,6.703422288790835,Urea
31,76,222,13,282,6.526325087672163,DAP
27,64,219,47,189,7.691246584650242,Sulfur
28,73,243,43,284,6.2501530047961324,Healthy
30,77,194,51,212,5.11205810321262,Dolomite
29,74,204,54,134,6.505273073285388,Urea
26,79,234,59,200,6.448920473323241,Healthy
35,36,161,16,155,4.370967277708132,Urea
25,68,216,19,222,6.5243102512694175,DAP
29,61,204,58,248,6.576217452576834,Healthy
30,76,269,57,219,4.70351461398669,Dolomite
27,80,104,25,104,5.3296092635455175,MOP
32,99,133,15,279,6.644260572905594,Irrigate
26,61,224,50,243,6.73228602294312,Healthy
28,74,238,51,129,6.677326364034302,MOP
23,79,261,45,228,6.82427584697064,DAP
30,62,226,51,57,6.8292353594059385,MOP
29,75,234,51,48,6.828804496117649,MOP
22,82,198,47,154,6.510939338147981,MOP
22,60,255,52,271,4.595267859013814,Dolomite
30,90,229,47,253,6.814115621571608,Drainage
30,61,206,50,232,6.040348065926955,Healthy
29,64,197,54,272,8.250203773931375,Sulfur
26,68,248,58,277,6.087428948616289,Healthy
26,76,204,39,246,5.0785308274644425,Dolomite
31,60,221,48,256,6.782414425529491,Healthy
25,65,228,55,251,5.583687790944193,DAP
27,76,229,57,83,6.199535466167363,Drainage
30,74,238,59,296,6.195427331895094,DAP
34,79,187,33,276,7.803499442958915,MOP
29,77,251,49,208,6.452039963969831,Healthy
24,91,138,40,42,5.796561251826628,MOP
24,84,66,48,241,6.328598413545823,DAP
31,45,241,31,160,7.920859521308604,Sulfur
25,45,222,59,280,6.355576018455087,Irrigate
23,70,208,40,71,7.024906536651685,MOP
30,82,189,19,253,6.45579237349656,DAP
25,23,235,57,208,6.208709782813618,DAP
28,62,240,56,237,6.75065581095993,Healthy
25,69,227,40,142,6.950056099311006,Urea
29,62,67,44,304,6.208509647213602,Urea
25,77,250,49,58,6.10123374271364,MOP
25,80,212,14,223,6.907723300778927,DAP
28,76,227,61,237,7.452840669182003,Sulfur
23,71,249,21,198,6.33723285407421,DAP
30,65,206,57,295,6.00727192875724,Healthy
28,33,243,46,231,6.548743189071764,Irrigate
28,68,119,46,249,6.380083409498951,Urea
26,73,265,59,260,6.79948096699872,Healthy
28,99,244,40,270,6.81493813211261,Drainage
25,76,204,47,278,5.108705816509262,Dolomite
32,78,255,18,111,6.471786197987916,Irrigate
26,71,205,42,221,8.436457081912403,Urea
31,78,210,58,268,5.220227077388832,Irrigate
24,63,248,23,238,6.70618903550797,DAP
25,91,226,40,199,6.074778296222039,Drainage
27,75,70,45,230,6.83783960691557,Urea
34,105,121,30,157,8.047958029551358,Drainage
29,62,86,49,254,6.541024747247895,Urea
25,70,213,58,237,6.250114623763556,Healthy
23,64,235,14,260,6.288635179263412,DAP
30,65,217,47,227,7.165179589817252,Healthy
30,72,245,54,91,6.770630962075429,MOP
22,94,245,56,217,6.479061293426228,Drainage
30,21,232,54,244,6.539647472540765,Irrigate
30,76,233,57,271,6.591246715922777,Sulfur
26,32,255,47,299,6.181208838059715,Irrigate
29,68,217,62,220,8.38556975654891,Urea
25,76,229,8,246,6.120256312606584,DAP
30,89,203,50,211,6.90329370115747,Drainage
26,70,209,56,297,6.79587664566913,Healthy
31,36,244,46,293,6.165064937643946,Irrigate
28,57,198,40,278,4.529993320628799,Dolomite
28,47,45,14,175,8.254827957280932,Healthy
23,42,233,28,196,8.341734024719237,Dolomite
26,68,241,42,226,6.584203577760317,Dolomite
30,56,205,43,239,6.569966451114353,Healthy
31,82,262,50,256,6.192556066203276,Healthy
31,41,194,2,313,4.589268912709876,DAP
26,66,209,52,98,6.819684615584784,MOP
26,75,227,50,78,6.9195054246345,MOP
25,60,196,57,239,6.729747711044706,Healthy
32,75,226,42,149,6.893057952893557,MOP
30,67,241,53,295,7.455336188240268,Sulfur
26,20,240,52,248,6.355220221969044,Irrigate
27,68,205,10,278,6.156939110173444,DAP
24,93,234,45,240,6.728541377939929,Drainage
25,99,93,57,308,6.552424270264197,MOP
28,77,219,60,103,6.650913347546319,MOP
27,39,244,62,294,7.0180753078969325,Irrigate
27,45,222,38,311,6.190007924829164,Irrigate
25,70,215,46,201,7.725135335316255,Sulfur
27,73,117,59,295,6.764613074942865,Urea
25,63,237,9,302,6.148070589625744,DAP
24,70,215,43,248,8.270469482680285,Sulfur
28,98,225,57,298,6.193202963164156,Drainage
26,69,247,47,66,6.474227447106418,MOP
28,81,249,53,212,6.32672207477148,Healthy
29,38,218,49,242,6.02554467777852,Irrigate
28,62,249,45,279,6.680889718974697,Healthy
27,68,206,50,220,5.033014617267975,Dolomite
21,32,173,28,108,7.189983166495663,Healthy
29,73,238,48,207,4.947859442704856,Dolomite
25,94,201,57,237,6.973662606056438,Drainage
23,67,260,46,233,6.159557483923239,Healthy
28,72,209,53,281,6.892964503103715,Healthy
30,72,241,7,299,6.425856821317943,DAP
28,96,232,43,262,5.999700714846383,Drainage
29,80,240,39,265,6.0304830193360655,Healthy
30,61,232,45,109,6.45433208094172,MOP
28,73,244,55,288,6.107498341403863,Healthy
29,65,113,59,261,6.502647424195999,Urea
27,90,249,49,281,6.472663924473868,Drainage
24,68,63,48,238,7.086580932727418,Urea
29,27,200,49,240,6.2167392921383335,Irrigate
30,70,214,19,219,6.626049156549261,Drainage
33,76,147,12,190,5.889525083186333,Dolomite
29,62,58,54,278,6.543146189356896,Urea
27,70,229,59,131,6.000960680564792,MOP
30,92,230,61,239,6.772599896047956,MOP
28,95,205,54,257,6.951033945217334,Drainage
26,64,257,46,288,8.015636363642855,Sulfur
27,92,224,40,275,6.328590136811897,Drainage
29,16,249,50,232,6.130252477494173,Irrigate
30,78,211,51,67,6.735820116478145,MOP
25,74,235,44,79,6.0704310420900525,MOP
28,102,212,59,240,6.185795616131943,Drainage
32,35,254,5,130,6.724974716683426,DAP
32,66,236,55,86,6.375999216949544,MOP
34,63,215,53,267,8.208113856987612,Sulfur
29,96,204,52,275,6.395034299561659,Urea
35,54,220,19,81,8.082249874483052,DAP
25,91,211,53,281,6.617215246283836,Drainage
30,76,221,43,232,5.8962624572393,Healthy
19,98,178,24,239,7.626350563102582,Irrigate
27,60,194,21,321,6.456003013172102,DAP
25,64,262,44,130,6.606879143905146,MOP
28,66,219,44,220,6.3103763067701415,Healthy
24,37,253,59,224,6.064689916855954,Irrigate
25,58,227,42,251,5.995260712144179,Healthy
28,77,213,54,247,6.799916649883948,Healthy
29,73,203,51,263,4.865609411319173,Dolomite
26,27,235,38,283,6.623565882662758,Irrigate
29,73,230,47,237,8.325853727201519,Sulfur
25,71,231,57,248,6.043650103395778,Healthy
31,77,237,52,224,6.969500976951687,Healthy
32,71,227,54,227,7.067806886150541,Healthy
30,69,241,43,275,8.286198589866844,Sulfur
29,72,227,39,155,6.39146636646416,MOP
26,23,211,59,300,6.564896656833181,Irrigate
26,67,224,20,204,6.166405227229991,DAP
29,64,224,53,89,6.518795022043475,MOP
31,22,194,48,227,6.304739320502486,Irrigate
29,99,196,45,231,6.389480072500982,Drainage
27,63,209,50,257,7.955390079908724,Sulfur
28,74,211,61,88,6.55979911463026,MOP
22,67,204,48,303,6.565872351337507,Healthy
26,77,250,50,235,8.68200622724707,Sulfur
26,72,207,48,244,6.271437615711022,Healthy
30,96,201,53,222,6.357673773389533,Drainage
29,72,55,50,275,6.293945449024585,Urea
23,72,91,51,58,4.893362170831535,Urea
28,62,221,53,278,6.786730413732736,Healthy
32,24,237,27,41,5.05307797147613,MOP
21,57,88,66,164,6.5342601988048035,Irrigate
26,62,218,44,113,6.754211356908827,MOP
28,97,242,53,275,6.543902516533716,Drainage
28,62,190,59,218,5.438417749834311,Dolomite
28,76,224,57,258,6.396190900918367,Healthy
23,58,41,28,270,7.695547895243486,Urea
30,76,223,43,232,4.715025279217721,Dolomite
23,87,245,16,206,4.932677417360897,Irrigate
26,32,223,58,241,6.912518118478484,Irrigate
31,60,244,48,239,8.199812792436008,Sulfur
24,100,238,60,223,6.885270103617672,Drainage
27,74,229,48,98,6.011709617501299,MOP
26,24,236,57,289,5.919238780265751,Drainage
27,77,236,60,248,6.461640257466847,Healthy
26,98,245,52,212,6.6550306356179725,Drainage
27,76,101,49,284,6.569235842034415,Urea
25,82,203,53,255,5.385296579667788,Dolomite
29,74,247,56,69,6.590939280161576,MOP
28,78,244,53,95,6.951268865071008,MOP
25,100,198,48,287,6.595708275558853,Drainage
28,63,223,50,243,8.13245668293384,Sulfur
22,73,189,51,234,6.523785820424862,Healthy
25,59,207,11,217,5.989800475416034,Healthy
28,64,230,46,199,6.602919418382306,Healthy
26,26,204,48,241,6.125278785625279,Irrigate
27,63,241,55,229,6.473759391697238,Healthy
29,62,54,51,232,6.8310503929403765,Urea
29,74,206,49,219,7.587200759787569,Sulfur
26,70,214,20,289,6.176028390342172,DAP
25,75,247,45,117,6.165293341970707,MOP
29,67,213,60,61,6.23671338870724,MOP
30,96,257,59,239,6.079705606618653,Drainage
29,76,208,56,295,6.381588451926025,Dolomite
30,75,227,39,219,6.106863081572086,Healthy
23,99,234,54,263,6.867318877457377,Drainage
27,58,226,46,212,6.076854243310498,Healthy
26,64,248,46,267,6.796905048333089,Healthy
32,65,215,16,251,6.673274416896415,Drainage
29,71,236,55,274,8.431770831261224,Sulfur
23,70,249,52,247,8.24842868007062,Sulfur
26,83,220,46,211,7.606564822004167,Sulfur
29,100,230,46,197,6.81280820582104,Drainage
27,91,193,58,233,6.946770622033373,Drainage
31,63,240,49,244,8.592262843887996,Sulfur
28,36,217,52,257,5.909129797514327,Irrigate
27,85,141,48,278,6.773250805877535,Urea
32,31,244,56,212,6.442741534759523,Irrigate
28,71,264,53,271,6.67439161331507,Healthy
26,34,227,56,236,6.239296867069261,Irrigate
29,93,222,50,238,6.84309366046382,Drainage
29,88,237,53,212,6.369946331683913,Drainage
29,61,58,10,281,8.135902599606641,Irrigate
25,73,200,35,255,6.030368562396079,Healthy
30,70,248,52,271,7.086128614718811,Healthy
28,76,240,59,105,6.793186815762781,MOP
29,75,238,43,295,4.505569599404895,Dolomite
31,74,235,57,299,8.53311496616197,Urea
25,22,220,44,217,6.401119091143304,Irrigate
29,41,227,47,243,6.958617755737041,Irrigate
26,93,204,44,221,6.2901680886655935,Drainage
